HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2003009.fn_usniwot1.005.2007266172535.Lai_1km,MOD15A2,A2003009,fn_usniwot1,2007266172535,Lai_1km,0,0,1,1,1,1,2,2,4,3,3,3,5,9,5,7,9,8,12,11,9,3,7,12,7,9,7,7,7,13,15,10,8,8,8,11,11,9,7,7,8,9,21,7,5,5,4,5,6
MOD15A2.A2003017.fn_usniwot1.005.2007268180618.FparExtra_QC,MOD15A2,A2003017,fn_usniwot1,2007268180618,FparExtra_QC,10100000,11000100,10100000,10100000,10110100,10110100,10110100,10100100,00110100,00110100,10110100,00110100,00110100,01000100,00110100,00110100,01000000,01000000,01000000,00100000,01000000,01000100,01000100,01000000,01000000,01001100,01001000,01001000,01000100,01001000,00110000,00110000,01000100,01001000,01000100,01001100,01000100,01000100,01000100,01001000,01001000,01000000,01001000,01001000,10100000,10110000,11000000,11001000,01001000
MOD15A2.A2003017.fn_usniwot1.005.2007268180618.FparLai_QC,MOD15A2,A2003017,fn_usniwot1,2007268180618,FparLai_QC,01101001,00000000,01101001,01101001,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00001000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00001000,00001000,00010000
MOD15A2.A2003017.fn_usniwot1.005.2007268180618.FparStdDev_1km,MOD15A2,A2003017,fn_usniwot1,2007268180618,FparStdDev_1km,248,0,248,248,0,0,8,0,13,248,0,12,10,9,12,7,0,6,8,8,9,9,0,6,7,9,7,10,7,7,7,8,7,8,8,10,9,7,7,10,9,9,9,7,6,0,9,11,0
MOD15A2.A2003017.fn_usniwot1.005.2007268180618.Fpar_1km,MOD15A2,A2003017,fn_usniwot1,2007268180618,Fpar_1km,3,9,2,3,9,8,14,9,28,11,9,33,41,57,29,36,56,51,64,37,42,21,28,62,36,41,36,33,36,37,39,37,36,38,38,42,43,38,36,42,41,41,43,37,29,8,17,27,45
MOD15A2.A2003017.fn_usniwot1.005.2007268180618.LaiStdDev_1km,MOD15A2,A2003017,fn_usniwot1,2007268180618,LaiStdDev_1km,248,0,248,248,0,0,1,0,2,248,0,2,2,2,2,1,0,1,3,1,2,1,0,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,0,1,2,0
MOD15A2.A2003017.fn_usniwot1.005.2007268180618.Lai_1km,MOD15A2,A2003017,fn_usniwot1,2007268180618,Lai_1km,1,1,0,1,1,1,2,1,3,2,1,4,6,9,4,5,9,7,11,5,6,3,3,10,5,6,5,4,5,5,5,5,5,5,5,6,6,5,5,6,6,6,6,5,4,1,2,4,6
MOD15A2.A2003025.fn_usniwot1.005.2007271214802.FparExtra_QC,MOD15A2,A2003025,fn_usniwot1,2007271214802,FparExtra_QC,10100000,10100000,10100000,10100000,10000100,10000100,11001100,10100000,00100000,00000100,10000100,00000100,01001100,00110100,01000100,00100000,00100100,00100100,00110000,01000000,00000000,01000100,00110000,00110000,01000000,01000000,01000000,00000000,00110100,00110000,01000000,01001000,01001000,00001000,00001000,00110000,01000000,01000000,00001000,00001000,00001000,00001000,00110000,01000000,10001000,10001000,10001000,10001000,00001000
MOD15A2.A2003025.fn_usniwot1.005.2007271214802.FparLai_QC,MOD15A2,A2003025,fn_usniwot1,2007271214802,FparLai_QC,01101001,01101001,01101001,01101001,00000000,01100001,00000000,00001000,01101001,01100001,00000000,01100001,00000000,00000000,00000000,00001000,00000000,00000000,00001000,00010000,00000000,00000000,00010000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2003025.fn_usniwot1.005.2007271214802.FparStdDev_1km,MOD15A2,A2003025,fn_usniwot1,2007271214802,FparStdDev_1km,248,248,248,248,0,248,0,0,248,248,0,248,6,11,0,9,10,11,7,10,10,9,10,6,10,10,10,9,10,8,7,10,0,10,11,11,8,6,10,7,10,10,10,8,6,5,6,7,12
MOD15A2.A2003025.fn_usniwot1.005.2007271214802.Fpar_1km,MOD15A2,A2003025,fn_usniwot1,2007271214802,Fpar_1km,3,4,2,2,9,6,8,9,11,12,9,18,32,50,29,42,44,48,51,58,57,23,43,51,43,45,41,39,42,52,50,56,45,57,60,51,53,48,55,52,57,63,56,52,32,40,33,31,48
MOD15A2.A2003025.fn_usniwot1.005.2007271214802.LaiStdDev_1km,MOD15A2,A2003025,fn_usniwot1,2007271214802,LaiStdDev_1km,248,248,248,248,0,248,0,0,248,248,0,248,1,2,0,2,2,2,2,3,3,1,2,1,2,2,2,2,2,2,2,3,0,3,3,2,2,1,2,2,3,3,2,2,1,1,1,1,3
MOD15A2.A2003025.fn_usniwot1.005.2007271214802.Lai_1km,MOD15A2,A2003025,fn_usniwot1,2007271214802,Lai_1km,1,1,0,0,1,1,1,1,2,2,1,4,4,7,3,6,6,7,8,9,9,3,6,7,6,6,6,5,6,8,8,9,6,9,10,8,8,7,9,8,9,11,9,8,5,7,5,5,7
MOD15A2.A2003033.fn_usniwot1.005.2007273144035.FparExtra_QC,MOD15A2,A2003033,fn_usniwot1,2007273144035,FparExtra_QC,10100000,10100000,10100000,11000100,10100100,10110100,10110100,10100000,00100000,00100000,10100100,00100100,00110100,00110100,00100100,00100100,01000100,00100100,00000100,00110100,00110000,00110100,00100100,01000100,00100100,00110000,00110000,00110000,00110100,00000100,00000100,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,10110000,10110000,10110000,10110000,00110000
MOD15A2.A2003033.fn_usniwot1.005.2007273144035.FparLai_QC,MOD15A2,A2003033,fn_usniwot1,2007273144035,FparLai_QC,01101001,01101001,01101001,01100001,01100001,00000000,00000000,01101001,01101001,01101001,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00010000,00010000,00010000,00000000,00000000,00000000,00010000,00010000,00010000,00010000,00010000,00010000,00010000,00010000,00010000,00010000,00010000,00010000,00010000,00000000,00010000,00010000,00010000,00000000
MOD15A2.A2003033.fn_usniwot1.005.2007273144035.FparStdDev_1km,MOD15A2,A2003033,fn_usniwot1,2007273144035,FparStdDev_1km,248,248,248,248,248,0,0,248,248,248,0,10,9,8,248,10,10,0,12,11,11,9,0,12,7,8,14,13,9,6,11,11,15,11,11,10,8,11,10,11,11,10,10,11,9,10,8,8,7
MOD15A2.A2003033.fn_usniwot1.005.2007273144035.Fpar_1km,MOD15A2,A2003033,fn_usniwot1,2007273144035,Fpar_1km,2,2,1,1,4,8,8,11,10,9,9,20,19,37,17,18,43,45,49,43,42,15,30,46,40,37,36,32,15,49,60,42,36,42,42,20,37,42,42,42,43,44,41,42,23,21,17,13,37
MOD15A2.A2003033.fn_usniwot1.005.2007273144035.LaiStdDev_1km,MOD15A2,A2003033,fn_usniwot1,2007273144035,LaiStdDev_1km,248,248,248,248,248,0,0,248,248,248,0,1,1,1,248,1,2,0,2,2,2,1,0,2,1,1,2,2,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1
MOD15A2.A2003033.fn_usniwot1.005.2007273144035.Lai_1km,MOD15A2,A2003033,fn_usniwot1,2007273144035,Lai_1km,0,0,0,0,1,1,1,2,2,2,1,2,2,5,3,2,6,6,7,6,6,2,3,7,5,5,5,4,2,7,10,6,5,6,6,2,5,6,6,6,6,6,6,6,3,3,3,2,5
MOD15A2.A2003041.fn_usniwot1.005.2007276225454.FparExtra_QC,MOD15A2,A2003041,fn_usniwot1,2007276225454,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,10110000,10100000,00100000,00100000,10100000,00100000,00110000,00110000,00100000,00100000,00100000,00110000,00110000,00110000,00110000,00100000,00100000,00110000,00110000,00110000,00110000,00110000,00110000,00110100,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,00110000,10110000,10110000,10110000,10110000,00110000
MOD15A2.A2003041.fn_usniwot1.005.2007276225454.FparLai_QC,MOD15A2,A2003041,fn_usniwot1,2007276225454,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01110001,01110001,01101001,01100001,00001000,01110001,01110001,01110001,01101001,01101001,01101001,01101001,01110001,01101001,01101001,01101001,01101001,01101001,00010000,00010000,00001000,00001000,01101001
MOD15A2.A2003041.fn_usniwot1.005.2007276225454.FparStdDev_1km,MOD15A2,A2003041,fn_usniwot1,2007276225454,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,248,248,248,248,248,248,248,248,248,248,248,248,248,0,0,0,0,248
MOD15A2.A2003041.fn_usniwot1.005.2007276225454.Fpar_1km,MOD15A2,A2003041,fn_usniwot1,2007276225454,Fpar_1km,3,3,2,3,4,4,8,11,8,8,12,11,19,24,11,15,19,23,30,23,18,10,17,20,21,25,21,19,16,19,30,22,21,20,24,20,20,16,14,16,16,19,21,13,8,8,8,8,10
MOD15A2.A2003041.fn_usniwot1.005.2007276225454.LaiStdDev_1km,MOD15A2,A2003041,fn_usniwot1,2007276225454,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,248,248,248,248,248,248,248,248,248,248,248,248,248,0,0,0,0,248
MOD15A2.A2003041.fn_usniwot1.005.2007276225454.Lai_1km,MOD15A2,A2003041,fn_usniwot1,2007276225454,Lai_1km,1,1,0,1,1,1,1,2,1,1,2,2,4,5,2,3,4,5,6,5,4,2,3,4,4,5,4,4,3,4,3,4,4,4,5,4,4,3,3,3,3,4,4,3,1,1,1,1,2
MOD15A2.A2003049.fn_usniwot1.005.2007281052528.FparExtra_QC,MOD15A2,A2003049,fn_usniwot1,2007281052528,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100100,10110000,10100100,00100100,00100100,10100100,00100100,00100000,00110000,00100100,00100100,00100100,00100100,00000100,01000100,00110000,00100100,00100100,01000000,01000000,00100000,00110000,00110000,00100100,01000000,01000000,01000000,01000000,01000000,00110000,00110000,00110000,01000000,01000000,01000000,01000000,01000000,00110000,00110000,10110000,10110000,11000000,11000000,01000000
MOD15A2.A2003049.fn_usniwot1.005.2007281052528.FparLai_QC,MOD15A2,A2003049,fn_usniwot1,2007281052528,FparLai_QC,01101001,01101001,01101001,01101001,01101001,00010000,00001000,01100001,01100001,01100001,01100001,01100001,01101001,00001000,01100001,00000000,00000000,00000000,01100001,01100001,01101001,01100001,00000000,00000000,00000000,01101001,01101001,01101001,00000000,00000000,00000000,00000000,01100001,01100001,00010000,00000000,00000000,00000000,01100001,01100001,01100001,01100001,00000000,01100001,00010000,00010000,00000000,00000000,01110001
MOD15A2.A2003049.fn_usniwot1.005.2007281052528.FparStdDev_1km,MOD15A2,A2003049,fn_usniwot1,2007281052528,FparStdDev_1km,248,248,248,248,248,0,0,248,248,248,248,248,248,8,248,8,9,5,248,248,248,248,9,7,8,248,248,248,9,8,8,10,248,248,0,9,9,0,248,248,248,248,8,248,6,6,7,7,248
MOD15A2.A2003049.fn_usniwot1.005.2007281052528.Fpar_1km,MOD15A2,A2003049,fn_usniwot1,2007281052528,Fpar_1km,1,1,2,2,2,8,8,12,10,10,13,13,17,35,18,37,41,40,16,14,17,16,35,43,38,23,16,20,35,44,44,39,23,19,36,44,47,36,22,18,18,23,33,13,11,11,13,13,14
MOD15A2.A2003049.fn_usniwot1.005.2007281052528.LaiStdDev_1km,MOD15A2,A2003049,fn_usniwot1,2007281052528,LaiStdDev_1km,248,248,248,248,248,0,0,248,248,248,248,248,248,2,248,2,2,1,248,248,248,248,2,2,2,248,248,248,2,2,2,2,248,248,0,2,3,0,248,248,248,248,2,248,1,1,1,1,248
MOD15A2.A2003049.fn_usniwot1.005.2007281052528.Lai_1km,MOD15A2,A2003049,fn_usniwot1,2007281052528,Lai_1km,0,0,0,0,0,1,1,2,2,2,3,3,3,6,4,6,8,7,3,3,3,3,6,8,7,5,3,4,6,9,9,7,4,4,6,8,9,6,4,4,3,5,6,2,2,2,2,2,3
MOD15A2.A2003057.fn_usniwot1.005.2007285190430.FparExtra_QC,MOD15A2,A2003057,fn_usniwot1,2007285190430,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,00100000,00100000,10100100,00100100,00100100,00100000,00100000,00110100,00100100,00100100,00100100,00110000,00100000,00110100,00100000,00110100,00110100,00100000,00100000,00110000,00100000,00110100,00110100,00110100,01000000,01000100,00110000,01000000,00001000,01000000,00110100,00110100,01000100,00100100,01000000,00001000,10110100,10110100,10110100,10100000,00110000
MOD15A2.A2003057.fn_usniwot1.005.2007285190430.FparLai_QC,MOD15A2,A2003057,fn_usniwot1,2007285190430,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01100001,01100001,01100001,01101001,01101001,01100001,01100001,01100001,00000000,01101001,01110001,01100001,01101001,00000000,01100001,00001000,01110001,01101001,01101001,01100001,00000000,01100001,01110001,01100001,01101001,01110001,01101001,01110001,01100001,01100001,01100001,01100001,01101001,01101001,01100001,01100001,01100001,01101001,01101001
MOD15A2.A2003057.fn_usniwot1.005.2007285190430.FparStdDev_1km,MOD15A2,A2003057,fn_usniwot1,2007285190430,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,9,248,248,248,248,10,248,11,248,248,248,248,11,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
MOD15A2.A2003057.fn_usniwot1.005.2007285190430.Fpar_1km,MOD15A2,A2003057,fn_usniwot1,2007285190430,Fpar_1km,1,1,1,2,2,2,6,5,5,5,7,7,15,20,11,16,19,20,42,18,15,8,20,39,19,20,14,15,20,24,42,20,15,15,20,21,27,16,11,14,11,15,27,9,6,7,6,6,8
MOD15A2.A2003057.fn_usniwot1.005.2007285190430.LaiStdDev_1km,MOD15A2,A2003057,fn_usniwot1,2007285190430,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,2,248,248,248,248,2,248,2,248,248,248,248,3,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
MOD15A2.A2003057.fn_usniwot1.005.2007285190430.Lai_1km,MOD15A2,A2003057,fn_usniwot1,2007285190430,Lai_1km,0,0,0,0,0,0,1,1,1,1,1,1,3,4,2,3,4,4,8,4,3,1,4,7,4,3,3,3,4,5,8,4,3,3,4,4,6,3,2,3,2,3,5,2,1,1,1,1,1
MOD15A2.A2003065.fn_usniwot1.005.2007288213646.FparExtra_QC,MOD15A2,A2003065,fn_usniwot1,2007288213646,FparExtra_QC,10100000,10100000,10100000,10100000,10100100,10100000,10100000,10100000,00100000,00100000,10100000,00100000,00100100,00100100,00100000,00100000,00100100,00110100,00110100,01000000,01000000,01000100,01000100,01000100,01000000,01000000,01000000,01001000,00100000,01000100,01000000,01000000,01000000,01001000,01001100,01000000,01000000,01000000,01001000,01000000,01000000,01001100,00000000,01000000,10001000,10001000,11000000,10001000,00001000
MOD15A2.A2003065.fn_usniwot1.005.2007288213646.FparLai_QC,MOD15A2,A2003065,fn_usniwot1,2007288213646,FparLai_QC,01101001,01101001,01101001,01101001,01100001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01100001,00000000,01101001,01101001,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00010000,01100001,01100001,01110001,00001000,00000000,00000000,00000000,01110001,01110001,00000000,00010000,00010000,01110001,01110001,01101001,00010000,00000000,00010000,01110001,00010000,00010000,00001000,00010000,00010000
MOD15A2.A2003065.fn_usniwot1.005.2007288213646.FparStdDev_1km,MOD15A2,A2003065,fn_usniwot1,2007288213646,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,8,248,248,10,0,11,0,0,248,9,10,0,248,248,248,6,9,9,5,248,248,12,4,10,248,248,248,6,9,0,248,9,8,6,9,9
MOD15A2.A2003065.fn_usniwot1.005.2007288213646.Fpar_1km,MOD15A2,A2003065,fn_usniwot1,2007288213646,Fpar_1km,2,2,2,2,3,3,7,7,7,8,12,10,20,35,16,26,38,36,41,36,36,14,35,39,36,25,21,20,29,41,46,41,23,22,28,38,38,23,20,21,27,26,36,18,15,14,13,18,35
MOD15A2.A2003065.fn_usniwot1.005.2007288213646.LaiStdDev_1km,MOD15A2,A2003065,fn_usniwot1,2007288213646,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,2,248,248,2,0,3,0,0,248,2,2,0,248,248,248,1,2,2,1,248,248,2,1,2,248,248,248,1,2,0,248,2,2,1,2,2
MOD15A2.A2003065.fn_usniwot1.005.2007288213646.Lai_1km,MOD15A2,A2003065,fn_usniwot1,2007288213646,Lai_1km,0,0,0,0,0,0,1,1,1,1,2,2,4,6,3,5,7,6,8,6,6,3,6,7,6,5,4,4,5,7,9,7,5,4,5,6,7,4,4,4,4,4,6,4,3,3,2,3,6
MOD15A2.A2003073.fn_usniwot1.005.2007291225010.FparExtra_QC,MOD15A2,A2003073,fn_usniwot1,2007291225010,FparExtra_QC,10100000,10100000,10100100,10100100,10100100,11000100,11000100,10100100,00100100,00100100,10100100,01000100,01000100,01000100,00100100,00100100,00100100,00110100,00110100,01000100,00000000,01000100,01000100,00110100,01000100,01000100,01001000,01001000,00110100,01000100,01000100,00001100,01001000,01001000,01001000,01000000,01000000,00001100,01001000,01001000,01001000,00001000,00000000,01001000,10001000,10001000,11001000,11001000,00001000
MOD15A2.A2003073.fn_usniwot1.005.2007291225010.FparLai_QC,MOD15A2,A2003073,fn_usniwot1,2007291225010,FparLai_QC,01101001,01101001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01110001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01110001,01100001,00010000,00010000,00000000,00000000,00000000
MOD15A2.A2003073.fn_usniwot1.005.2007291225010.FparStdDev_1km,MOD15A2,A2003073,fn_usniwot1,2007291225010,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,8,8,5,5,11
MOD15A2.A2003073.fn_usniwot1.005.2007291225010.Fpar_1km,MOD15A2,A2003073,fn_usniwot1,2007291225010,Fpar_1km,1,1,1,1,2,2,7,3,7,7,12,10,20,38,18,30,38,15,20,20,21,16,34,21,12,15,32,27,13,19,21,19,33,34,39,36,41,18,24,31,31,42,31,31,28,29,23,24,36
MOD15A2.A2003073.fn_usniwot1.005.2007291225010.LaiStdDev_1km,MOD15A2,A2003073,fn_usniwot1,2007291225010,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,2,2,1,1,2
MOD15A2.A2003073.fn_usniwot1.005.2007291225010.Lai_1km,MOD15A2,A2003073,fn_usniwot1,2007291225010,Lai_1km,0,0,0,0,0,0,1,1,1,1,3,2,4,8,3,6,8,3,4,4,4,3,7,4,2,3,7,6,3,4,4,4,7,8,9,8,9,4,5,7,7,10,7,7,6,6,4,5,6
MOD15A2.A2003081.fn_usniwot1.005.2007295024012.FparExtra_QC,MOD15A2,A2003081,fn_usniwot1,2007295024012,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100100,10100100,10100100,00100100,00100100,10100100,00100100,00100100,00100100,00100100,00100100,00100100,01000100,01000100,01000100,00100100,00100100,00100100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,01000100,00110100,11000100,11000100,11000100,11000100,00100000
MOD15A2.A2003081.fn_usniwot1.005.2007295024012.FparLai_QC,MOD15A2,A2003081,fn_usniwot1,2007295024012,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,00000000,01100001,00000000,01100001,01100001,01100001,00000000,00000000,01100001,01100001,01100001,00000000,01100001,00000000,00000000,00000000,01100001,01100001,00000000,00000000,00000000,00000000,01100001,01100001,01100001,01100001,00000000,01100001,00000000,00000000,00000000,00000000,01101001
MOD15A2.A2003081.fn_usniwot1.005.2007295024012.FparStdDev_1km,MOD15A2,A2003081,fn_usniwot1,2007295024012,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,6,248,9,248,248,248,7,9,248,248,248,7,248,8,8,6,248,248,0,6,8,6,248,248,248,248,10,248,0,0,0,0,248
MOD15A2.A2003081.fn_usniwot1.005.2007295024012.Fpar_1km,MOD15A2,A2003081,fn_usniwot1,2007295024012,Fpar_1km,1,1,2,2,2,2,6,5,4,5,8,10,16,20,11,19,29,26,35,16,14,8,32,35,21,16,8,17,21,33,34,29,11,10,23,29,33,27,10,9,10,11,25,5,6,6,6,6,5
MOD15A2.A2003081.fn_usniwot1.005.2007295024012.LaiStdDev_1km,MOD15A2,A2003081,fn_usniwot1,2007295024012,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1,248,2,248,248,248,2,2,248,248,248,1,248,2,2,1,248,248,0,1,2,1,248,248,248,248,2,248,0,0,0,0,248
MOD15A2.A2003081.fn_usniwot1.005.2007295024012.Lai_1km,MOD15A2,A2003081,fn_usniwot1,2007295024012,Lai_1km,0,0,0,0,0,0,1,1,1,1,2,2,3,4,2,4,5,5,6,3,3,2,5,6,4,3,2,3,4,6,6,5,2,2,3,5,6,4,2,2,2,2,4,1,1,1,1,1,1
MOD15A2.A2003089.fn_usniwot1.005.2007299145124.FparExtra_QC,MOD15A2,A2003089,fn_usniwot1,2007299145124,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100100,00100000,00100000,10100000,00100100,00100100,00100000,00100100,00100100,00100100,01000100,01000100,00100100,00110000,00100000,01000100,01000100,01000100,00110000,00110000,00110000,00000100,00000100,00000100,01000100,00100000,00100000,01000100,00000100,01000100,01000100,00100000,00100000,00100000,01000100,01000100,00100000,10100000,10100000,10100100,10100100,00100100
MOD15A2.A2003089.fn_usniwot1.005.2007299145124.FparLai_QC,MOD15A2,A2003089,fn_usniwot1,2007299145124,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01101001,01101001,01100001,01101001,01101001,01101001,01100001,01100001,01101001,01100001,01100001,00000000,01100001,00000000,01100001,01101001,01101001,00000000,00000000,01100001,01110001,01110001,01101001,01100001,00000000,00000000,00000000,01101001,01101001,00000000,01100001,00000000,00000000,01101001,01101001,01101001,01100001,00000000,01101001,01101001,01101001,01100001,01100001,01100001
MOD15A2.A2003089.fn_usniwot1.005.2007299145124.FparStdDev_1km,MOD15A2,A2003089,fn_usniwot1,2007299145124,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,6,248,9,248,248,248,8,10,248,248,248,248,248,7,10,11,248,248,6,248,9,7,248,248,248,248,11,248,248,248,248,248,248
MOD15A2.A2003089.fn_usniwot1.005.2007299145124.Fpar_1km,MOD15A2,A2003089,fn_usniwot1,2007299145124,Fpar_1km,1,1,1,1,1,2,5,3,4,5,7,8,15,21,12,16,25,23,34,20,12,9,28,33,19,17,10,10,19,31,35,24,13,15,25,21,21,13,9,12,11,12,23,7,5,5,4,5,6
MOD15A2.A2003089.fn_usniwot1.005.2007299145124.LaiStdDev_1km,MOD15A2,A2003089,fn_usniwot1,2007299145124,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1,248,2,248,248,248,2,3,248,248,248,248,248,2,3,2,248,248,1,248,2,1,248,248,248,248,2,248,248,248,248,248,248
MOD15A2.A2003089.fn_usniwot1.005.2007299145124.Lai_1km,MOD15A2,A2003089,fn_usniwot1,2007299145124,Lai_1km,0,0,0,0,0,0,1,1,1,1,1,1,3,4,2,3,5,5,7,4,2,2,6,7,4,3,2,2,4,6,7,5,3,3,5,4,4,2,2,2,2,2,4,1,1,1,1,1,1
MOD15A2.A2003097.fn_usniwot1.005.2007303172426.FparExtra_QC,MOD15A2,A2003097,fn_usniwot1,2007303172426,FparExtra_QC,10100000,10100000,10100000,10100000,10100100,10100100,10100100,10100100,00100100,00100100,10100100,00100100,00110000,01000000,00100100,00100100,00100100,00110000,00100100,01000000,01000000,00100100,00110100,01000100,00110100,01000000,01000000,01001000,01000000,00110100,00110100,01000000,01000000,01000000,01000000,00100000,01000000,00110000,00110000,00110000,01000000,01001000,01000000,00110000,10110000,11000000,10110000,11000000,01001000
